"month","item","definition","uni_lemma","learned","value","value2"
21,242,"picture","picture",0,1,881
21,243,"pillow","pillow",0,2,120
21,244,"plant","plant",0,2,118
21,245,"plate","plate",0,1,348
21,247,"radio","radio",0,1,145
21,248,"scissors","scissors",0,0,192
21,249,"soap","soap",0,3,119
21,252,"telephone","telephone",1,0,297
21,253,"tissue","tissue",0,0,104
21,255,"towel","towel",0,1,138
21,262,"bathroom","bathroom",0,5,340
21,263,"bathtub","bathtub",0,1,132
21,265,"bedroom","bedroom",0,3,244
21,267,"chair","chair",1,4,1309
21,268,"closet","closet",0,3,114
21,269,"couch","couch",0,1,141
21,272,"drawer","drawer",0,1,112
21,274,"garage","garage",0,0,174
21,276,"kitchen","kitchen",0,2,480
21,278,"oven","oven",0,3,119
21,283,"refrigerator","refrigerator",0,0,167
21,284,"room","room",0,4,1490
21,286,"sink","sink",0,3,156
21,288,"stairs","stairs",0,0,228
21,289,"stove","stove",0,4,118
21,290,"table","table",0,4,1407
21,292,"window","window",0,3,518
21,298,"garden","garden",0,3,208
21,299,"grass","grass",0,1,224
21,301,"ladder","ladder",0,1,143
21,303,"moon","moon",1,3,167
21,304,"pool","pool",0,0,149
21,305,"rain","rain",0,5,184
21,307,"roof","roof",0,1,163
21,311,"sky","sky",0,4,172
21,313,"snow","snow",0,4,421
21,316,"star","star",0,3,175
21,317,"stick","stick",0,1,493
21,319,"street","street",0,2,451
21,320,"sun","sun",0,8,269
21,324,"wind","wind",0,0,257
22,14,"animal","animal",0,20,284
22,21,"butterfly","butterfly",0,0,100
22,27,"donkey","donkey",0,1,151
22,29,"elephant","elephant",1,1,372
22,31,"frog","frog",1,0,268
22,32,"giraffe","giraffe",0,1,126
22,37,"lamb","lamb",0,1,140
22,38,"lion","lion",0,3,404
22,39,"monkey","monkey",1,2,380
22,41,"mouse","mouse",1,3,440
22,44,"pig","pig",1,2,405
22,48,"sheep","sheep",0,1,192
22,51,"tiger","tiger",0,3,1049
22,52,"turkey","turkey",0,1,113
22,53,"turtle","turtle",0,0,243
22,54,"wolf","wolf",0,1,107
22,66,"tractor","tractor",0,0,324
22,67,"train","train",1,2,904
22,73,"block","block",1,1,272
22,78,"doll","doll",1,0,329
22,81,"pen","pen",0,3,370
22,84,"present","present",0,1,218
22,91,"beans","beans",0,0,159
22,92,"bread","bread",1,5,391
22,93,"butter","butter",0,6,430
22,94,"cake","cake",1,3,724
22,95,"candy","candy",0,3,250
22,96,"carrots","carrots",0,0,112
22,97,"cereal","cereal",1,3,179
22,101,"chocolate","chocolate",0,4,357
22,102,"coffee","coffee",0,2,559
22,109,"egg","egg",1,1,375
22,111,"food","food",0,21,613
22,123,"meat","meat",0,5,316
22,138,"potato","potato",0,2,155
22,144,"sandwich","sandwich",0,3,284
22,147,"soup","soup",0,8,234
22,150,"toast","toast",0,3,222
22,159,"boots","boots",1,0,216
22,160,"button","button",1,1,332
22,161,"coat","coat",1,5,484
22,166,"jacket","jacket",0,4,180
22,170,"pajamas","pajamas",0,0,114
22,171,"pants","pants",1,3,401
22,173,"shirt","shirt",1,4,523
22,180,"sweater","sweater",1,4,126
22,192,"face","face",0,5,683
22,194,"foot","foot",1,5,547
22,198,"knee","knee",1,1,172
22,199,"leg","leg",1,5,276
22,207,"tongue","tongue",1,1,208
22,214,"bowl","bowl",0,4,236
22,215,"box","box",1,6,1342
22,216,"broom","broom",0,0,117
22,219,"camera","camera",0,1,107
22,221,"clock","clock",0,0,251
22,225,"fork","fork",1,3,161
22,227,"glass","glass",0,4,292
22,228,"glasses","glasses",0,1,177
22,229,"hammer","hammer",0,0,127
22,231,"keys","keys",0,0,160
22,232,"knife","knife",0,5,140
22,235,"medicine","medicine",0,1,128
22,236,"money","money",0,5,628
22,240,"paper","paper",1,7,1065
22,241,"penny","penny",0,0,129
22,242,"picture","picture",0,1,881
22,243,"pillow","pillow",1,2,120
22,244,"plant","plant",0,2,118
22,245,"plate","plate",0,1,348
22,247,"radio","radio",0,1,145
22,248,"scissors","scissors",0,0,192
22,249,"soap","soap",1,3,119
22,253,"tissue","tissue",0,0,104
22,255,"towel","towel",0,1,138
22,262,"bathroom","bathroom",0,5,340
22,263,"bathtub","bathtub",1,1,132
22,265,"bedroom","bedroom",0,3,244
22,268,"closet","closet",0,3,114
22,269,"couch","couch",0,1,141
22,272,"drawer","drawer",0,1,112
22,274,"garage","garage",0,0,174
22,276,"kitchen","kitchen",0,2,480
22,278,"oven","oven",0,3,119
22,283,"refrigerator","refrigerator",0,0,167
22,284,"room","room",0,4,1490
22,286,"sink","sink",0,3,156
22,288,"stairs","stairs",0,0,228
22,289,"stove","stove",0,4,118
22,290,"table","table",0,4,1407
22,292,"window","window",0,3,518
22,298,"garden","garden",0,3,208
22,299,"grass","grass",0,1,224
22,301,"ladder","ladder",0,1,143
22,304,"pool","pool",0,0,149
22,305,"rain","rain",1,5,184
22,307,"roof","roof",0,1,163
22,311,"sky","sky",0,4,172
22,313,"snow","snow",0,4,421
22,316,"star","star",1,3,175
22,317,"stick","stick",0,1,493
22,319,"street","street",0,2,451
22,320,"sun","sun",0,8,269
22,324,"wind","wind",0,0,257
23,14,"animal","animal",0,20,284
23,21,"butterfly","butterfly",1,0,100
23,27,"donkey","donkey",0,1,151
23,32,"giraffe","giraffe",0,1,126
23,37,"lamb","lamb",0,1,140
23,38,"lion","lion",1,3,404
23,48,"sheep","sheep",1,1,192
23,51,"tiger","tiger",1,3,1049
23,52,"turkey","turkey",0,1,113
23,53,"turtle","turtle",1,0,243
23,54,"wolf","wolf",0,1,107
23,66,"tractor","tractor",0,0,324
23,81,"pen","pen",1,3,370
23,84,"present","present",0,1,218
23,91,"beans","beans",0,0,159
23,93,"butter","butter",0,6,430
23,95,"candy","candy",1,3,250
23,96,"carrots","carrots",0,0,112
23,101,"chocolate","chocolate",0,4,357
23,102,"coffee","coffee",0,2,559
23,111,"food","food",1,21,613
23,123,"meat","meat",0,5,316
23,138,"potato","potato",0,2,155
23,144,"sandwich","sandwich",0,3,284
23,147,"soup","soup",0,8,234
23,150,"toast","toast",1,3,222
23,166,"jacket","jacket",1,4,180
23,170,"pajamas","pajamas",1,0,114
23,192,"face","face",1,5,683
23,214,"bowl","bowl",1,4,236
23,216,"broom","broom",1,0,117
23,219,"camera","camera",0,1,107
23,221,"clock","clock",1,0,251
23,227,"glass","glass",0,4,292
23,228,"glasses","glasses",1,1,177
23,229,"hammer","hammer",0,0,127
23,231,"keys","keys",0,0,160
23,232,"knife","knife",0,5,140
23,235,"medicine","medicine",0,1,128
23,236,"money","money",1,5,628
23,241,"penny","penny",0,0,129
23,242,"picture","picture",0,1,881
23,244,"plant","plant",0,2,118
23,245,"plate","plate",1,1,348
23,247,"radio","radio",0,1,145
23,248,"scissors","scissors",0,0,192
23,253,"tissue","tissue",0,0,104
23,255,"towel","towel",1,1,138
23,262,"bathroom","bathroom",1,5,340
23,265,"bedroom","bedroom",0,3,244
23,268,"closet","closet",0,3,114
23,269,"couch","couch",0,1,141
23,272,"drawer","drawer",0,1,112
23,274,"garage","garage",0,0,174
23,276,"kitchen","kitchen",1,2,480
23,278,"oven","oven",0,3,119
23,283,"refrigerator","refrigerator",0,0,167
23,284,"room","room",0,4,1490
23,286,"sink","sink",0,3,156
23,288,"stairs","stairs",0,0,228
23,289,"stove","stove",0,4,118
23,290,"table","table",1,4,1407
23,292,"window","window",0,3,518
23,298,"garden","garden",0,3,208
23,299,"grass","grass",1,1,224
23,301,"ladder","ladder",0,1,143
23,304,"pool","pool",0,0,149
23,307,"roof","roof",0,1,163
23,311,"sky","sky",0,4,172
23,313,"snow","snow",0,4,421
23,317,"stick","stick",0,1,493
23,319,"street","street",0,2,451
23,320,"sun","sun",1,8,269
23,324,"wind","wind",0,0,257
24,14,"animal","animal",1,20,284
24,27,"donkey","donkey",0,1,151
24,32,"giraffe","giraffe",1,1,126
24,37,"lamb","lamb",0,1,140
24,52,"turkey","turkey",0,1,113
24,54,"wolf","wolf",0,1,107
24,66,"tractor","tractor",0,0,324
24,84,"present","present",1,1,218
24,91,"beans","beans",1,0,159
24,93,"butter","butter",1,6,430
24,96,"carrots","carrots",1,0,112
24,101,"chocolate","chocolate",1,4,357
24,102,"coffee","coffee",1,2,559
24,123,"meat","meat",0,5,316
24,138,"potato","potato",0,2,155
24,144,"sandwich","sandwich",0,3,284
24,147,"soup","soup",0,8,234
24,219,"camera","camera",0,1,107
24,227,"glass","glass",0,4,292
24,229,"hammer","hammer",0,0,127
24,231,"keys","keys",1,0,160
24,232,"knife","knife",0,5,140
24,235,"medicine","medicine",1,1,128
24,241,"penny","penny",0,0,129
24,242,"picture","picture",1,1,881
24,244,"plant","plant",0,2,118
24,247,"radio","radio",0,1,145
24,248,"scissors","scissors",0,0,192
24,253,"tissue","tissue",1,0,104
24,265,"bedroom","bedroom",0,3,244
24,268,"closet","closet",0,3,114
24,269,"couch","couch",1,1,141
24,272,"drawer","drawer",0,1,112
24,274,"garage","garage",0,0,174
24,278,"oven","oven",0,3,119
24,283,"refrigerator","refrigerator",0,0,167
24,284,"room","room",1,4,1490
24,286,"sink","sink",0,3,156
24,288,"stairs","stairs",0,0,228
24,289,"stove","stove",0,4,118
24,292,"window","window",0,3,518
24,298,"garden","garden",0,3,208
24,301,"ladder","ladder",0,1,143
24,304,"pool","pool",1,0,149
24,307,"roof","roof",0,1,163
24,311,"sky","sky",1,4,172
24,313,"snow","snow",0,4,421
24,317,"stick","stick",1,1,493
24,319,"street","street",0,2,451
24,324,"wind","wind",0,0,257
25,27,"donkey","donkey",0,1,151
25,37,"lamb","lamb",0,1,140
25,52,"turkey","turkey",0,1,113
25,54,"wolf","wolf",0,1,107
25,66,"tractor","tractor",1,0,324
25,123,"meat","meat",0,5,316
25,138,"potato","potato",1,2,155
25,144,"sandwich","sandwich",1,3,284
25,147,"soup","soup",1,8,234
25,219,"camera","camera",1,1,107
25,227,"glass","glass",0,4,292
25,229,"hammer","hammer",0,0,127
25,232,"knife","knife",1,5,140
25,241,"penny","penny",0,0,129
25,244,"plant","plant",0,2,118
25,247,"radio","radio",0,1,145
25,248,"scissors","scissors",1,0,192
25,265,"bedroom","bedroom",1,3,244
25,268,"closet","closet",0,3,114
25,272,"drawer","drawer",0,1,112
25,274,"garage","garage",0,0,174
25,278,"oven","oven",0,3,119
25,283,"refrigerator","refrigerator",1,0,167
25,286,"sink","sink",1,3,156
25,288,"stairs","stairs",1,0,228
25,289,"stove","stove",0,4,118
25,292,"window","window",1,3,518
25,298,"garden","garden",0,3,208
25,301,"ladder","ladder",0,1,143
25,307,"roof","roof",0,1,163
25,313,"snow","snow",1,4,421
25,319,"street","street",1,2,451
25,324,"wind","wind",0,0,257
26,27,"donkey","donkey",0,1,151
26,37,"lamb","lamb",1,1,140
26,52,"turkey","turkey",0,1,113
26,54,"wolf","wolf",0,1,107
26,123,"meat","meat",1,5,316
26,227,"glass","glass",1,4,292
26,229,"hammer","hammer",1,0,127
26,241,"penny","penny",1,0,129
26,244,"plant","plant",1,2,118
26,247,"radio","radio",0,1,145
26,268,"closet","closet",1,3,114
26,272,"drawer","drawer",0,1,112
26,274,"garage","garage",1,0,174
26,278,"oven","oven",0,3,119
26,289,"stove","stove",1,4,118
26,298,"garden","garden",0,3,208
26,301,"ladder","ladder",0,1,143
26,307,"roof","roof",0,1,163
26,324,"wind","wind",0,0,257
27,27,"donkey","donkey",0,1,151
27,52,"turkey","turkey",1,1,113
27,54,"wolf","wolf",0,1,107
27,247,"radio","radio",1,1,145
27,272,"drawer","drawer",1,1,112
27,278,"oven","oven",1,3,119
27,298,"garden","garden",0,3,208
27,301,"ladder","ladder",1,1,143
27,307,"roof","roof",0,1,163
27,324,"wind","wind",1,0,257
28,27,"donkey","donkey",1,1,151
28,54,"wolf","wolf",1,1,107
28,298,"garden","garden",1,3,208
28,307,"roof","roof",1,1,163
