"item","definition","uni_lemma","type","IPA"
585,"it","it","word"," ˈɪt"
586,"me","me","word"," mˈiː"
587,"mine","mine","word"," mˈaɪn"
588,"my","my","word"," mˈaɪ"
589,"myself","myself","word"," maɪsˈɛlf"
590,"our","our","word"," ˈaʊɚ"
591,"she","she","word"," ʃˈiː"
592,"that","that","word"," ðˈæt"
593,"their","their","word"," ðˈɛɹ"
594,"them","them","word"," ðˈɛm"
595,"these","these","word"," ðˈiːz"
596,"they","they","word"," ðˈeɪ"
597,"this","this","word"," ðˈɪs"
598,"those","those","word"," ðˈoʊz"
599,"us","us","word"," ˈʌz"
600,"we","we","word"," wˈiː"
601,"you","you","word"," jˈuː"
602,"your","your","word"," jˈʊɹ"
603,"yourself","yourself","word"," joːɹsˈɛlf"
604,"how","how","word"," hˈaʊ"
605,"what","what","word"," wˈʌt"
606,"when","when (question)","word"," wˈɛn"
607,"where","where (question)","word"," wˈɛɹ"
608,"which","which (question)","word"," wˈɪtʃ"
609,"who","who","word"," hˈuː"
610,"why","why","word"," wˈaɪ"
611,"about","about","word"," ɐbˈaʊt"
612,"above","above","word"," əbˈʌv"
613,"around","around","word"," ɐɹˈaʊnd"
614,"at","at","word"," ˈæt"
615,"away","away","word"," ɐwˈeɪ"
616,"back","back (location)","word"," bˈæk"
617,"behind","behind","word"," bɪhˈaɪnd"
618,"beside","beside","word"," bɪsˈaɪd"
619,"by","by","word"," bˈaɪ"
620,"down","down","word"," dˈaʊn"
621,"for","for","word"," fˈɔːɹ"
622,"here","here","word"," hˈɪɹ"
623,"inside","in","word"," ɪnsˈaɪd"
624,"into","into","word"," ˈɪntʊ"
625,"next to","next to","word"," nˈɛkst tuː"
626,"of","of","word"," ˈʌv"
627,"off","off","word"," ˈɔf"
628,"on","on","word"," ˈɑːn"
629,"on top of","on top of","word"," ˌɑːn tˈɑːp ʌv"
630,"out","out","word"," ˈaʊt"
631,"over","over","word"," ˈoʊvɚ"
632,"there","there","word"," ðˈɛɹ"
633,"to","to","word"," tˈuː"
634,"under","under","word"," ˈʌndɚ"
635,"up","up","word"," ˈʌp"
636,"with","with","word"," wˈɪð"
637,"a","a","word"," ˈeɪ"
638,"all","all","word"," ˈɔːl"
639,"a lot","a lot","word"," ɐ lˈɑːt"
640,"an","a","word"," ˈɐn"
641,"another","another","word"," ɐnˈʌðɚ"
642,"any","any","word"," ˈɛni"
643,"each","each","word"," ˈiːtʃ"
644,"every","every","word"," ˈɛvɹi"
645,"more","more","word"," mˈoːɹ"
646,"much","much","word"," mˈʌtʃ"
647,"none","none","word"," nˈʌn"
648,"not","not","word"," nˈɑːt"
649,"other","other","word"," ˈʌðɚ"
650,"same","same","word"," sˈeɪm"
651,"some","some","word"," sˈʌm"
652,"the","the","word"," ðˈə"
653,"too","too","word"," tˈuː"
654,"am","am","word"," ˈæm"
655,"are","are","word"," ˈɑːɹ"
656,"be","be","word"," bˈiː"
657,"can","can (auxiliary)","word"," kˈæn"
658,"could","could","word"," kˈʊd"
659,"did","did","word"," dˈɪd"
660,"do","do","word"," dˈuː"
661,"does","does","word"," dˈʌz"
662,"don't","don't","word"," dˈoʊnt"
663,"gonna","gonna","word"," ɡˈɑːnə"
664,"gotta","gotta","word"," ɡˈɑːɾə"
665,"hafta","hafta","word"," hˈæftə"
666,"is","is","word"," ˈɪz"
667,"lemme","lemme","word"," lˈɛmi"
668,"need","need","word"," nˈiːd"
669,"try","try","word"," tɹˈaɪ"
670,"wanna","wanna","word"," wˈɑːnə"
671,"was","was","word"," wˈʌz"
672,"were","were","word"," wˈɜː"
673,"will","will","word"," wˈɪl"
674,"would","would","word"," wˈʊd"
675,"and","and","word"," ˈænd"
676,"because","because","word"," bɪkˈʌz"
677,"but","but","word"," bˈʌt"
678,"if","if","word"," ˈɪf"
679,"so","so","word"," sˈoʊ"
680,"then","then","word"," ðˈɛn"
